title,location,department,salary_range,company_profile,description,requirements,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
6.3336155376138344e-09,0.041025641025641026,0.0,0.022222222222222223,5.127506722231591e-05,0.05628121398386477,0.05628121398386477,0,1,0,0.16666666666666666,0.06862745098039216,0.10204081632653061,0.004431314623338257,0.017964071856287425,0
0.3003079111544562,0.3806656390002519,0.0641399416909621,0.05628121398386477,0.1443894389438944,0.05628121398386477,0.015136349685249436,0,0,0,0.04183266932270916,0.0397456279809221,0.012578616352201259,0.037037037037037035,0.03253588516746411,0
0.05628121398386477,0.0,0.05628121398386477,0.015136349685249436,0.015136349685249436,0.05628121398386477,0.05628121398386477,0,1,1,0.05025955639452572,0.030513176144244106,0.027522935779816515,0.0,0.019230769230769232,0
0.015136349685249436,0.0026691857166782603,0.0641399416909621,1.1600423200252607e-10,0.1443894389438944,0.05628121398386477,0.05628121398386477,0,0,0,0.05025955639452572,0.030513176144244106,0.017430077016619375,0.017321016166281754,0.01510989010989011,0
0.05628121398386477,2.55504716285063e-06,0.03430079155672823,0.0001391622329800143,0.015136349685249436,0.05628121398386477,0.05628121398386477,0,1,1,0.05025955639452572,0.14545454545454545,0.017430077016619375,7.816336044707675e-13,0.01751592356687898,0
3.4580160554105546e-07,0.041025641025641026,0.0,0.024390243902439025,0.0001391622329800143,0.015136349685249436,0.006708885161828739,0,1,0,0.04183266932270916,0.0397456279809221,0.017430077016619375,0.0,0.03253588516746411,0
5.127506722231591e-05,0.109375,0.0,0.00037668177503177614,0.015136349685249436,0.05628121398386477,0.05628121398386477,0,1,0,0.04183266932270916,0.0397456279809221,0.012578616352201259,0.03836317135549872,0.017964071856287425,0
0.05628121398386477,1.7216548695565304e-08,0.05628121398386477,1.1600423200252607e-10,3.4580160554105546e-07,0.015136349685249436,0.05628121398386477,0,1,0,0.05025955639452572,0.14545454545454545,0.06596858638743455,0.0018796992481203006,0.01751592356687898,0
0.05628121398386477,0.015136349685249436,0.0641399416909621,0.03773584905660377,0.1443894389438944,0.05628121398386477,0.05628121398386477,0,1,0,0.05025955639452572,0.025559105431309903,0.06596858638743455,0.004431314623338257,0.02531645569620253,0
0.015136349685249436,0.09374999999999872,0.0641399416909621,0.0125,0.1443894389438944,0.00037668177503177614,0.04807692307692308,0,0,0,0.05025955639452572,0.1327334083239595,0.017430077016619375,0.004431314623338257,0.02531645569620253,0
1.887391245229485e-05,0.0,0.00037668177503177614,0.0,0.1443894389438944,0.05628121398386477,0.05628121398386477,0,0,0,0.05025955639452572,0.025559105431309903,0.017430077016619375,0.06204379562043796,0.01510989010989011,0
0.05628121398386477,0.0,0.0641399416909621,0.05628121398386477,0.05628121398386477,0.05628121398386477,0.05628121398386477,0,1,1,0.05025955639452572,0.0397456279809221,0.06596858638743455,0.004431314623338257,0.02531645569620253,0
0.05263157900295229,0.08695652173913043,0.05263157900295229,0.061224489795918366,0.0,0.015136349685249436,0.05555555558559736,0,0,0,0.05025955639452572,0.0397456279809221,0.04716981132075472,0.07142857142857142,0.03253588516746411,0
0.05628121398386477,0.1538455543901283,0.0641399416909621,0.00037668177503177614,0.0,0.05628121398386477,0.05628121398386477,0,1,1,0.05025955639452572,0.025559105431309903,0.1816958277254374,0.15254237288135594,0.03571428571432437,0
0.05628121398386477,0.05084745762711865,0.0641399416909621,0.05628121398386477,0.1443894389438944,0.05628121398386477,0.05628121398386477,0,0,0,0.05025955639452572,0.030513176144244106,0.017430077016619375,0.004431314623338257,0.01510989010989011,0
0.0,0.015136349685249436,0.022727272727272728,0.0010122857316351946,0.0010122857316351946,0.05628121398386477,0.05628121398386477,0,1,1,0.05025955639452572,0.0397456279809221,0.017430077016619375,0.017321016166281754,0.0,0
0.022222222222222223,0.10526315714874283,0.11570247933884298,0.023809523809523808,0.0,0.05628121398386477,0.05628121398386477,0,1,0,0.18238993710691823,0.1327334083239595,0.1816958277254374,7.816336044707675e-13,0.16348773841961853,0
0.0,0.041025641025641026,0.0,7.123255756536588e-16,0.0026691857166782603,0.05628121398386477,0.05628121398386477,0,1,0,0.05025955639452572,0.025559105431309903,0.017430077016619375,0.03836317135549872,0.017964071856287425,0
0.00037668177503177614,0.022727272727272728,5.127506722231591e-05,0.0026691857166782603,0.006708885161828739,0.05628121398386477,0.05628121398386477,0,1,0,0.05025955639452572,0.0397456279809221,0.03225806451612903,0.1346153846153846,0.09999999999998888,0
0.05628121398386477,0.015136349685249436,1.7216548695565304e-08,0.05628121398386477,0.1443894389438944,0.05628121398386477,0.04807692307692308,1,0,0,0.05025955639452572,0.1327334083239595,0.1816958277254374,0.1518987341772152,0.06666666666666667,0
0.3314790648002702,0.02127659574468085,0.3314790648002702,0.24982351226862218,0.0,0.05628121398386477,0.05628121398386477,0,1,0,0.05025955639452572,0.1327334083239595,0.1816958277254374,0.06204379562043796,0.2868525896414343,0
0.7461949283152544,0.7461949283152544,0.9998835502205492,0.7866233177619619,0.9999571571784605,0.05628121398386477,0.05628121398386477,0,1,1,0.05025955639452572,0.030513176144244106,0.1816958277254374,0.3717948717948718,0.21428571428571427,1
0.015136349685249436,0.015136349685249436,0.015136349685249436,0.0010122857316351946,0.015136349685249436,0.015136349685249436,0.015136349685249436,1,1,0,0.05025955639452572,0.1327334083239595,0.017430077016619375,0.0018796992481203006,0.017964071856287425,0
0.05628121398386477,0.0031545741324921135,0.0010122857316351946,0.0,1.7216548695565304e-08,0.015136349685249436,0.05628121398386477,0,1,0,0.05025955639452572,0.10025706940874037,0.06596858638743455,4.6799406864340767e-08,0.01510989010989011,0
0.015136349685249436,0.10526315714874283,0.050000000035192366,0.015136349685249436,0.1443894389438944,0.05628121398386477,0.015136349685249436,0,0,1,0.05025955639452572,0.030513176144244106,0.017430077016619375,0.004431314623338257,0.02197802197802198,0
2.330007116622928e-09,0.05628121398386477,0.0,3.153321858548423e-10,0.006708885161828739,0.05628121398386477,0.05628121398386477,0,1,0,0.05025955639452572,0.030513176144244106,0.06596858638743455,7.816336044707675e-13,0.019230769230769232,0
0.041666666668166395,0.02127659574468085,0.15999999999608447,3.153321858548423e-10,8.571617351961233e-10,0.05628121398386477,0.05628121398386477,0,1,1,0.05025955639452572,0.1327334083239595,0.017430077016619375,0.0018796992481203006,0.2868525896414343,0
6.3336155376138344e-09,0.0,0.0,2.55504716285063e-06,9.399762968594546e-07,0.006708885161828739,0.006708885161828739,0,1,1,0.05025955639452572,0.025559105431309903,0.017430077016619375,0.03836317135549872,0.017964071856287425,0
1.2721379548605158e-07,0.015136349685249436,6.944796535533948e-06,0.06060606060606061,0.006708885161828739,0.05628121398386477,0.05628121398386477,0,1,0,0.05025955639452572,0.030513176144244106,0.017430077016619375,0.004431314623338257,0.0,0
0.006708885161828739,0.0010122857316351946,1.2721379548605158e-07,9.99755193899872e-17,5.261211707898077e-15,0.05628121398386477,0.015136349685249436,0,1,0,0.05025955639452572,0.030513176144244106,0.017430077016619375,0.06204379562043796,0.01751592356687898,0
0.022222222222222223,0.041025641025641026,0.11570247933884298,0.023809523809523808,0.0,0.006708885161828739,6.944796535533948e-06,0,1,0,0.05025955639452572,0.1327334083239595,0.1816958277254374,7.816336044707675e-13,0.16348773841961853,0
0.0026691857166782603,0.0,0.0,0.00037668177503177614,0.1443894389438944,0.015136349685249436,0.015136349685249436,0,1,0,0.05025955639452572,0.025559105431309903,0.06596858638743455,0.004431314623338257,0.21428571428571427,0
0.0,0.05263157900295229,0.031791907514450865,0.0,0.006708885161828739,0.05628121398386477,0.05628121398386477,0,1,0,0.05025955639452572,0.025559105431309903,0.06596858638743455,0.03836317135549872,0.01510989010989011,0
0.05628121398386477,0.041025641025641026,0.0641399416909621,0.05628121398386477,0.006708885161828739,0.05628121398386477,0.05628121398386477,0,1,0,0.05025955639452572,0.030513176144244106,0.017430077016619375,0.006708885161828739,0.01751592356687898,0
0.00037668177503177614,0.0,0.0,0.00037668177503177614,0.015136349685249436,0.05628121398386477,0.05628121398386477,0,1,1,0.05025955639452572,0.030513176144244106,0.017430077016619375,0.0018796992481203006,0.0,0
0.05628121398386477,0.05628121398386477,0.0641399416909621,0.05628121398386477,0.1443894389438944,0.05628121398386477,0.05628121398386477,0,0,0,0.10328638497652583,0.0397456279809221,0.1816958277254374,0.006708885161828739,0.0,0
0.05628121398386477,0.0026691857166782603,0.0641399416909621,0.3181818179832305,0.1443894389438944,0.05628121398386477,0.05628121398386477,0,0,0,0.05025955639452572,0.025559105431309903,0.1816958277254374,0.19117647058823528,0.16348773841961853,0
0.05628121398386477,0.015136349685249436,0.0641399416909621,0.05628121398386477,0.015136349685249436,0.05628121398386477,0.05628121398386477,0,1,1,0.04183266932270916,0.0397456279809221,0.04716981132075472,0.012195121951219513,0.03253588516746411,0
0.05628121398386477,0.05628121398386477,0.015136349685249436,0.05628121398386477,0.00037668177503177614,0.05628121398386477,0.05628121398386477,0,0,0,0.05025955639452572,0.025559105431309903,0.1816958277254374,0.06249999809765951,0.06666666666666403,0
0.05628121398386477,0.0,0.0641399416909621,0.05628121398386477,0.015136349685249436,0.05628121398386477,0.05628121398386477,0,1,1,0.05025955639452572,0.06862745098039216,0.017430077016619375,0.004431314623338257,0.017964071856287425,0
7.816336044707675e-13,0.7999082291357466,0.0641399416909621,3.891547092255252e-14,0.1443894389438944,7.816336044707675e-13,0.04807692307692308,0,0,0,0.05025955639452572,0.1327334083239595,0.1816958277254374,0.06204379562043796,0.01751592356687898,0
9.399762968594546e-07,3.153321858548423e-10,0.015384615384615385,0.07692307692307693,4.2675575200689784e-11,0.05628121398386477,0.05628121398386477,0,1,0,0.05025955639452572,0.025559105431309903,1.0578659645453021e-13,0.03836317135549872,0.01510989010989011,0
0.05628121398386477,0.0026691857166782603,0.05628121398386477,0.022222222222222223,0.0026691857166782603,0.05628121398386477,0.05628121398386477,0,1,1,0.16666666666666666,0.1327334083239595,0.1816958277254374,0.06204379562043796,0.03253588516746411,0
0.006708885161828739,0.0031545741324921135,0.05628121398386477,1.2721379548605158e-07,0.00037668177503177614,0.05628121398386477,0.05628121398386477,0,1,1,0.05025955639452572,0.030513176144244106,0.017430077016619375,0.017321016166281754,0.06666666666666667,0
7.816336044707675e-13,0.006708885161828739,0.0641399416909621,3.891547092255252e-14,0.1443894389438944,7.816336044707675e-13,0.04807692307692308,0,0,0,0.05025955639452572,0.1327334083239595,0.1816958277254374,0.06204379562043796,0.01751592356687898,0
0.0,0.022727272727272728,0.0,7.123255756536588e-16,0.0001391622329800143,0.05628121398386477,0.0026691857166782603,0,1,0,0.04183266932270916,0.0397456279809221,0.017430077016619375,1.0578659645453021e-13,0.03253588516746411,0
0.0026691857166782603,2.55504716285063e-06,0.015136349685249436,0.0026691857166782603,9.399762968594546e-07,0.05628121398386477,0.05628121398386477,0,1,1,0.05025955639452572,0.030513176144244106,0.017430077016619375,0.017321016166281754,0.01510989010989011,0
0.015136349685249436,0.00037668177503177614,9.399762968594546e-07,0.06060606060606061,5.261211707898077e-15,0.05628121398386477,0.015136349685249436,0,1,1,0.05025955639452572,0.1327334083239595,0.017430077016619375,0.06204379562043796,0.0,0
0.015136349685249436,0.0,5.127506722231591e-05,2.624357383987164e-16,5.127506722231591e-05,0.05628121398386477,0.015136349685249436,0,1,1,0.05025955639452572,0.030513176144244106,0.017430077016619375,0.03836317135549872,0.13888888888888884,0
0.0,0.057692307692307696,0.0,3.74908197712452e-17,0.1443894389438944,0.0026691857166782603,0.0001391622329800143,0,0,0,0.05025955639452572,0.030513176144244106,0.017430077016619375,0.004431314623338257,0.01510989010989011,0
